A_YNB1_UP_LFC	B_YNB1_UP_LFC	C_YNB1_UP_LFC	A_YNB2_UP_LFC	B_YNB2_UP_LFC	C_YNB2_UP_LFC	A_YNB3_UP_LFC	B_YNB3_UP_LFC	C_YNB3_UP_LFC	A_YNB4_UP_LFC	B_YNB4_UP_LFC	C_YNB4_UP_LFC	A_YNB5_UP_LFC	B_YNB5_UP_LFC	C_YNB5_UP_LFC	A_YNB1_DN_LFC	B_YNB1_DN_LFC	C_YNB1_DN_LFC	A_YNB2_DN_LFC	B_YNB2_DN_LFC	C_YNB2_DN_LFC	A_YNB3_DN_LFC	B_YNB3_DN_LFC	C_YNB3_DN_LFC	A_YNB4_DN_LFC	B_YNB4_DN_LFC	C_YNB4_DN_LFC	A_YNB5_DN_LFC	B_YNB5_DN_LFC	C_YNB5_DN_LFC	orf19	plate
0.65766095956609	1.41144212420876	-0.288579192495259	2.86346832755611	1.33486127620977	3.06823704528858	1.64313782344618	1.48531926310677	4.1349000148839	0.293715006772155	0.515180713162026	-0.199649423406516	0.0161973606388663	-0.159145475895215	1.3706114865402	0.83852961678155	1.56775533871037	0.352129623706105	3.77084620182282	2.08862146444788	3.63428836352737	1.56506510992301	1.73800726950341	4.00648101859033	0.327733741587098	0.911855859083689	0.109184833286092	0.379520572757476	0.181332537950269	1.64743232916612	orf19.6109	GELCPlate 01
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.76881071180413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	orf19.6096	Plate 19
1.2312144472167	1.86867352164291	1.42094719074605	1.15545964579359	1.38196287399767	2.33102550616508	1.10037926419596	0.773694031398366	0.763856727441873	1.67112527808545	1.50073873475157	0.991525393399893	1.28186083362498	1.01752150783302	0.821473793186021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	orf19.6094	Plate 04
0.122099983961034	0.536078624864722	-0.0333589248991686	-0.178464937224522	-0.333298525584814	-0.326327887736733	0.163459758877631	0.950426567794828	0.124247081431387	-0.524405758556963	-0.476915589611794	-0.639403433583574	0.150737669122858	-0.655540748738062	-0.393946681924694	-0.139580181238612	0.609341794732323	-0.148615629637241	-0.0806272127809926	-0.351806755895188	-0.58183103067933	0.237583684059381	1.16215391957452	0.0296369661365539	-0.456745764500637	-0.646471462155311	-0.750380950184377	0.240032747915061	-0.520606046208986	-0.0675584641591129	orf19.6091	Plate 13
-2.53661718954191	-1.89267882038313	NA	-2.01122972391081	-1.28454399906517	-1.35425523743327	-0.250595567595628	NA	NA	-0.96096890312038	-1.75125147978434	-1.04486097392983	-0.772435122323199	-0.0251736717638362	-0.687757126474218	-2.84616999600546	-1.51986025462599	-1.49156593534398	-1.76303586543439	-0.970402282351812	-1.96412533789445	-0.143966219632527	-2.30980085448429	-2.12919585798063	-1.35600306134271	-1.84197722538125	-1.09944488822897	-1.66127393045597	-0.129913360167182	-0.883440622855366	orf19.6090	GELCPlate 01
-0.421637384416291	-0.731988532874784	-0.479156029445793	-0.00434797508555285	-0.795156262851302	-0.901243088319989	0.238073022659508	-0.741738852230162	-0.304320441983362	-0.100703055948768	0.42042257586545	-0.389238635431051	0.0725669753973275	1.40682679488377	-0.0382122577859221	-0.503515309154041	-0.566341363161797	-0.141409419081777	-0.134439011719104	-0.791559786219	-0.938188149825558	0.20833513640541	-0.863688085523139	-0.44850942379121	-0.28350937136053	0.0346995067897407	-0.216165401611924	0.0484592987318955	1.31946696798155	0.0686271033229833	orf19.6086	Plate 24
1.62393684257386	-1.33255169631265	1.53201951258559	NA	2.05762712553023	-0.419854600806259	1.28854084078895	0.137407819282105	0.387457078394699	-0.209959681470789	1.66506486385329	-0.52967843314927	-1.56379466056918	-0.113340366707014	1.2110683940565	1.68275024806236	-1.0852728564633	1.7037993191157	NA	2.28695670160408	NA	0.857683155626465	0.177663967404603	1.05886165004428	-0.335362762072441	1.47630473346476	-0.547373107405895	NA	0.38966256183507	1.26873145356907	orf19.6082	Plate 08
1.50409294795632	2.8278694919942	2.31240118296685	2.31598339483873	1.05093985003152	2.12645565935166	2.91407436156755	2.71168214056092	2.05228554938206	1.52711105030435	1.43827659584159	1.07707816577486	1.92892130846613	1.4797762094792	1.6822554785589	1.44715378182344	2.54858799517759	2.36116322246606	2.36215458723611	1.04504922085981	2.02720922498321	2.67818898697566	2.73141644271787	2.06084306092943	1.79645547885568	1.304156566757	1.12121049929491	1.49135799565784	1.57067383189069	1.72291631377943	orf19.6081	Plate 12
0.340881751685648	-0.0799224054759176	-1.33721683252743	-0.672885095625962	-0.8854869130638	0.260483812489115	-0.00830724858645482	0.227050453842492	-0.359840609281465	-0.311891906224375	-0.224795770799268	-0.294371299087127	-0.807343608094358	-0.139004723405304	0.155088677711922	1.17746185257114	-0.104689473485553	-0.867516975828116	0.345405719871049	-0.804102853864841	0.00540552491334978	0.0432528263587759	0.0581485023653743	-0.452964794309597	-0.391829566787743	-0.505380664105927	-0.523775534245821	0.4066538144583	-0.404713481377223	0.028609574425154	orf19.6072	GELCPlate 02
-0.0427237933718967	1.82947637021662	0.472797644002369	0.600101213543923	1.72679905102636	1.05539810592996	1.84657913686424	0.917827432359205	0.373309353740325	0.697440373141985	-0.210399835158038	0.44344155109696	0.0173085318109543	0.410257737076385	0.0269890333587339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	orf19.6071	Plate 05
